alpha,gamma,delta,sigma,tau
0.55326758708926,0.122146915285069,0.000901536972460702,0.0521881746984677,0.0117111819843634
0.554821543645485,0.121255019470837,0.000921697626982021,0.052086794092806,0.0116098779597308
0.556449210732568,0.120345817547015,0.000939442503166977,0.0519911469934429,0.0115143177038032
0.558150505408471,0.119426666714892,0.000955046291652767,0.0519023388308941,0.0114256065621926
0.559924745374529,0.11850519230548,0.00096899709144901,0.0518210015434949,0.011344380180926
0.561772006238099,0.117585470885747,0.00098169801983229,0.0517471636452307,0.0112706692640776
0.56369555703483,0.116668982504642,0.000993323300329222,0.0516801482104341,0.011203799982453
0.565702537766982,0.11575456516317,0.00100378532681379,0.0516185659452994,0.0111423859887927
0.567803926050074,0.114840343821193,0.0010154130948735,0.0515602984686399,0.0110843144810158
0.570013903252413,0.113923564935605,0.00102673704449822,0.0515023668709936,0.0110266129493268
0.57235067576266,0.113000923103467,0.00103982722412441,0.0514406675275482,0.0109651858476341
0.574829309358765,0.112070785919016,0.00104790690621651,0.0513718810019092,0.0108967248096063
0.577465584427418,0.111133474072206,0.00105641722149054,0.0512926263913822,0.0108178615679687
0.580272328530114,0.110193484126033,0.00106547592191057,0.0512004229736861,0.0107261282026838
0.583257734524743,0.109260391511469,0.00107509521267104,0.0510939449896433,0.0106201900560712
0.58642336709924,0.108349908596414,0.00108522349854146,0.0509731589323999,0.0105000390241308
0.589762559915541,0.10748229766227,0.00109372594777015,0.0508387721392762,0.0103664811805004
0.593262795084648,0.106678695695648,0.0011020917724978,0.0506920991981443,0.0102210668095142
0.596906818679257,0.105953784375922,0.00111366646476152,0.050534911441024,0.0100656770163064
0.600671994581682,0.105313090343533,0.00112545431835607,0.050368388074984,0.00990111297783165
0.604533863616927,0.104792493708706,0.0011375917912941,0.0501946145799204,0.00972908481510437
0.608467149273727,0.104402276628416,0.00114908877526963,0.0500156351557803,0.00955157608623726
0.612449127013367,0.10414582228511,0.00115807304728271,0.0498334805112721,0.00937075362935484
0.616464098868272,0.10401764651243,0.00116621292657993,0.0496504310598419,0.00918908582516404
0.620506076555113,0.104001978745639,0.00117444929953586,0.0494676415872632,0.00900795699285349
0.624585007545746,0.104040573092655,0.00117922757089215,0.0492825181011764,0.00882497699496125
0.628709090632311,0.104129846743999,0.00118267723658458,0.0490935292052551,0.00863860590415249
0.632894962692641,0.104242914010463,0.0011842424822565,0.0488992557563095,0.00844730283669771
0.637158493916997,0.104353396210168,0.00118336529191484,0.0487005469124877,0.00825646236587895
0.641508925045323,0.104445477355447,0.00117971537875901,0.0485018039249996,0.00808200082872066
0.645946210999018,0.104514398900698,0.00117342884077737,0.0483106848199295,0.00795021267476752
0.650460612506574,0.104563749964173,0.00116504205775826,0.0481368456079676,0.00789014783816118
0.655031435872782,0.104611017279958,0.00115517909587824,0.0479909874423246,0.00792470986896937
